date,product_id,warehouse_id,strategy,demand,inbound_units,actual_outbound,inventory_level,unmet_demand,stockout_flag
2024-03-25,P006,WH1,Hybrid A,2,0,2,77,0,False
2024-03-25,P007,WH1,Hybrid A,10,0,10,14,0,False
2024-03-25,P008,WH1,Hybrid A,3,0,3,32,0,False
2024-03-25,P009,WH1,Hybrid A,8,0,8,56,0,False
2024-03-25,P010,WH1,Hybrid A,0,0,0,30,0,False
2024-03-25,P011,WH1,Hybrid A,4,30,4,39,0,False
2024-03-25,P012,WH1,Hybrid A,6,50,6,77,0,False
2024-03-25,P013,WH1,Hybrid A,3,0,3,62,0,False
2024-03-25,P014,WH1,Hybrid A,1,30,1,57,0,False
2024-03-25,P015,WH1,Hybrid A,2,30,2,49,0,False
2024-03-26,P001,WH1,Hybrid A,12,0,12,242,0,False
2024-03-26,P002,WH1,Hybrid A,4,0,4,115,0,False
2024-03-26,P003,WH1,Hybrid A,0,0,0,124,0,False
2024-03-26,P004,WH1,Hybrid A,11,0,11,220,0,False
2024-03-26,P005,WH1,Hybrid A,12,0,12,98,0,False
2024-03-26,P006,WH1,Hybrid A,7,0,7,70,0,False
2024-03-26,P007,WH1,Hybrid A,1,0,1,13,0,False
2024-03-26,P008,WH1,Hybrid A,9,0,9,23,0,False
2024-03-26,P009,WH1,Hybrid A,1,0,1,55,0,False
2024-03-26,P010,WH1,Hybrid A,8,0,8,22,0,False
2024-03-26,P011,WH1,Hybrid A,0,0,0,39,0,False
2024-03-26,P012,WH1,Hybrid A,11,0,11,66,0,False
2024-03-26,P013,WH1,Hybrid A,0,0,0,62,0,False
2024-03-26,P014,WH1,Hybrid A,4,0,4,53,0,False
2024-03-26,P015,WH1,Hybrid A,2,0,2,47,0,False
2024-03-27,P001,WH1,Hybrid A,5,0,5,237,0,False
2024-03-27,P002,WH1,Hybrid A,0,0,0,115,0,False
2024-03-27,P003,WH1,Hybrid A,11,0,11,113,0,False
2024-03-27,P004,WH1,Hybrid A,15,0,15,205,0,False
2024-03-27,P005,WH1,Hybrid A,17,0,17,81,0,False
2024-03-27,P006,WH1,Hybrid A,4,0,4,66,0,False
2024-03-27,P007,WH1,Hybrid A,1,80,1,92,0,False
2024-03-27,P008,WH1,Hybrid A,11,0,11,12,0,False
2024-03-27,P009,WH1,Hybrid A,7,0,7,48,0,False
2024-03-27,P010,WH1,Hybrid A,8,0,8,14,0,False
2024-03-27,P011,WH1,Hybrid A,5,0,5,34,0,False
2024-03-27,P012,WH1,Hybrid A,11,0,11,55,0,False
2024-03-27,P013,WH1,Hybrid A,0,0,0,62,0,False
2024-03-27,P014,WH1,Hybrid A,0,0,0,53,0,False
2024-03-27,P015,WH1,Hybrid A,7,0,7,40,0,False
2024-03-28,P001,WH1,Hybrid A,11,0,11,226,0,False
2024-03-28,P002,WH1,Hybrid A,9,0,9,106,0,False
2024-03-28,P003,WH1,Hybrid A,16,0,16,97,0,False
2024-03-28,P004,WH1,Hybrid A,18,0,18,187,0,False
2024-03-28,P005,WH1,Hybrid A,0,0,0,81,0,False
2024-03-28,P006,WH1,Hybrid A,1,0,1,65,0,False
2024-03-28,P007,WH1,Hybrid A,6,0,6,86,0,False
2024-03-28,P008,WH1,Hybrid A,1,0,1,11,0,False
2024-03-28,P009,WH1,Hybrid A,17,0,17,31,0,False
2024-03-28,P010,WH1,Hybrid A,9,0,9,5,0,False
2024-03-28,P011,WH1,Hybrid A,0,0,0,34,0,False
2024-03-28,P012,WH1,Hybrid A,0,0,0,55,0,False
2024-03-28,P013,WH1,Hybrid A,1,0,1,61,0,False
2024-03-28,P014,WH1,Hybrid A,3,0,3,50,0,False
2024-03-28,P015,WH1,Hybrid A,5,0,5,35,0,False
2024-03-29,P001,WH1,Hybrid A,25,0,25,201,0,False
2024-03-29,P002,WH1,Hybrid A,12,0,12,94,0,False
2024-03-29,P003,WH1,Hybrid A,28,0,28,69,0,False
2024-03-29,P004,WH1,Hybrid A,17,0,17,170,0,False
2024-03-29,P005,WH1,Hybrid A,7,0,7,74,0,False
2024-03-29,P006,WH1,Hybrid A,6,0,6,59,0,False
2024-03-29,P007,WH1,Hybrid A,6,0,6,80,0,False
2024-03-29,P008,WH1,Hybrid A,7,80,7,84,0,False
2024-03-29,P009,WH1,Hybrid A,3,0,3,28,0,False
2024-03-29,P010,WH1,Hybrid A,2,80,2,83,0,False
2024-03-29,P011,WH1,Hybrid A,11,0,11,23,0,False
2024-03-29,P012,WH1,Hybrid A,1,0,1,54,0,False
2024-03-29,P013,WH1,Hybrid A,1,0,1,60,0,False
2024-03-29,P014,WH1,Hybrid A,0,0,0,50,0,False
2024-03-29,P015,WH1,Hybrid A,4,0,4,31,0,False
2024-03-30,P001,WH1,Hybrid A,29,0,29,172,0,False
2024-03-30,P002,WH1,Hybrid A,14,0,14,80,0,False
2024-03-30,P003,WH1,Hybrid A,7,0,7,62,0,False
2024-03-30,P004,WH1,Hybrid A,20,0,20,150,0,False
2024-03-30,P005,WH1,Hybrid A,0,250,0,324,0,False
2024-03-30,P006,WH1,Hybrid A,7,0,7,52,0,False
2024-03-30,P007,WH1,Hybrid A,14,0,14,66,0,False
2024-03-30,P008,WH1,Hybrid A,6,0,6,78,0,False
2024-03-30,P009,WH1,Hybrid A,6,0,6,22,0,False
2024-03-30,P010,WH1,Hybrid A,6,0,6,77,0,False
2024-03-30,P011,WH1,Hybrid A,0,0,0,23,0,False
2024-03-30,P012,WH1,Hybrid A,3,0,3,51,0,False
2024-03-30,P013,WH1,Hybrid A,1,0,1,59,0,False
2024-03-30,P014,WH1,Hybrid A,0,0,0,50,0,False
2024-03-30,P015,WH1,Hybrid A,0,0,0,31,0,False
2024-01-01,P001,WH1,Hybrid B,26,0,26,224,0,False
2024-01-01,P002,WH1,Hybrid B,12,0,12,238,0,False
2024-01-01,P003,WH1,Hybrid B,28,0,28,222,0,False
2024-01-01,P004,WH1,Hybrid B,11,0,11,239,0,False
2024-01-01,P005,WH1,Hybrid B,23,0,23,227,0,False
2024-01-01,P006,WH1,Hybrid B,21,0,21,59,0,False
2024-01-01,P007,WH1,Hybrid B,6,0,6,74,0,False
2024-01-01,P008,WH1,Hybrid B,6,0,6,74,0,False
2024-01-01,P009,WH1,Hybrid B,9,0,9,71,0,False
2024-01-01,P010,WH1,Hybrid B,6,0,6,74,0,False
2024-01-01,P011,WH1,Hybrid B,13,0,13,27,0,False
2024-01-01,P012,WH1,Hybrid B,6,0,6,34,0,False
2024-01-01,P013,WH1,Hybrid B,11,0,11,29,0,False
2024-01-01,P014,WH1,Hybrid B,1,0,1,39,0,False
2024-01-01,P015,WH1,Hybrid B,9,0,9,31,0,False
2024-01-02,P001,WH1,Hybrid B,16,0,16,208,0,False
2024-01-02,P002,WH1,Hybrid B,36,0,36,202,0,False
2024-01-02,P003,WH1,Hybrid B,36,0,36,186,0,False
2024-01-02,P004,WH1,Hybrid B,4,0,4,235,0,False
2024-01-02,P005,WH1,Hybrid B,9,0,9,218,0,False
2024-01-02,P006,WH1,Hybrid B,9,0,9,50,0,False
2024-01-02,P007,WH1,Hybrid B,8,0,8,66,0,False
2024-01-02,P008,WH1,Hybrid B,4,0,4,70,0,False
2024-01-02,P009,WH1,Hybrid B,14,0,14,57,0,False
2024-01-02,P010,WH1,Hybrid B,7,0,7,67,0,False
2024-01-02,P011,WH1,Hybrid B,5,0,5,22,0,False
2024-01-02,P012,WH1,Hybrid B,5,0,5,29,0,False
2024-01-02,P013,WH1,Hybrid B,4,0,4,25,0,False
2024-01-02,P014,WH1,Hybrid B,7,0,7,32,0,False
2024-01-02,P015,WH1,Hybrid B,7,0,7,24,0,False
2024-01-03,P001,WH1,Hybrid B,27,0,27,181,0,False
2024-01-03,P002,WH1,Hybrid B,15,0,15,187,0,False
2024-01-03,P003,WH1,Hybrid B,1,0,1,185,0,False
2024-01-03,P004,WH1,Hybrid B,37,0,37,198,0,False
2024-01-03,P005,WH1,Hybrid B,28,0,28,190,0,False
2024-01-03,P006,WH1,Hybrid B,4,0,4,46,0,False
2024-01-03,P007,WH1,Hybrid B,13,0,13,53,0,False
2024-01-03,P008,WH1,Hybrid B,19,0,19,51,0,False
2024-01-03,P009,WH1,Hybrid B,13,0,13,44,0,False
2024-01-03,P010,WH1,Hybrid B,19,0,19,48,0,False
2024-01-03,P011,WH1,Hybrid B,8,0,8,14,0,False
2024-01-03,P012,WH1,Hybrid B,3,0,3,26,0,False
2024-01-03,P013,WH1,Hybrid B,1,0,1,24,0,False
2024-01-03,P014,WH1,Hybrid B,3,0,3,29,0,False
2024-01-03,P015,WH1,Hybrid B,0,0,0,24,0,False
2024-01-04,P001,WH1,Hybrid B,26,0,26,155,0,False
2024-01-04,P002,WH1,Hybrid B,33,0,33,154,0,False
2024-01-04,P003,WH1,Hybrid B,8,0,8,177,0,False
2024-01-04,P004,WH1,Hybrid B,34,0,34,164,0,False
2024-01-04,P005,WH1,Hybrid B,19,0,19,171,0,False
2024-01-04,P006,WH1,Hybrid B,10,0,10,36,0,False
2024-01-04,P007,WH1,Hybrid B,5,0,5,48,0,False
2024-01-04,P008,WH1,Hybrid B,12,0,12,39,0,False
2024-01-04,P009,WH1,Hybrid B,13,0,13,31,0,False
2024-01-04,P010,WH1,Hybrid B,13,0,13,35,0,False
2024-01-04,P011,WH1,Hybrid B,2,0,2,12,0,False
2024-01-04,P012,WH1,Hybrid B,0,0,0,26,0,False
2024-01-04,P013,WH1,Hybrid B,9,0,9,15,0,False
2024-01-04,P014,WH1,Hybrid B,0,0,0,29,0,False
2024-01-04,P015,WH1,Hybrid B,4,0,4,20,0,False
2024-01-05,P001,WH1,Hybrid B,39,0,39,116,0,False
2024-01-05,P002,WH1,Hybrid B,31,0,31,123,0,False
2024-01-05,P003,WH1,Hybrid B,22,0,22,155,0,False
2024-01-05,P004,WH1,Hybrid B,13,0,13,151,0,False
2024-01-05,P005,WH1,Hybrid B,43,0,43,128,0,False
2024-01-05,P006,WH1,Hybrid B,4,0,4,32,0,False
2024-01-05,P007,WH1,Hybrid B,27,0,27,21,0,False
2024-01-05,P008,WH1,Hybrid B,15,0,15,24,0,False
2024-01-05,P009,WH1,Hybrid B,12,0,12,19,0,False
2024-01-05,P010,WH1,Hybrid B,11,0,11,24,0,False
2024-01-05,P011,WH1,Hybrid B,3,0,3,9,0,False
2024-01-05,P012,WH1,Hybrid B,0,0,0,26,0,False
2024-01-05,P013,WH1,Hybrid B,0,0,0,15,0,False
2024-01-05,P014,WH1,Hybrid B,8,0,8,21,0,False
2024-01-05,P015,WH1,Hybrid B,11,0,11,9,0,False
2024-01-06,P001,WH1,Hybrid B,26,0,26,90,0,False
2024-01-06,P002,WH1,Hybrid B,20,0,20,103,0,False
2024-01-06,P003,WH1,Hybrid B,1,0,1,154,0,False
2024-01-06,P004,WH1,Hybrid B,0,0,0,151,0,False
2024-01-06,P005,WH1,Hybrid B,31,0,31,97,0,False
2024-01-06,P006,WH1,Hybrid B,4,0,4,28,0,False
2024-01-06,P007,WH1,Hybrid B,9,0,9,12,0,False
2024-01-06,P008,WH1,Hybrid B,13,0,13,11,0,False
2024-01-06,P009,WH1,Hybrid B,0,0,0,19,0,False
2024-01-06,P010,WH1,Hybrid B,13,0,13,11,0,False
2024-01-06,P011,WH1,Hybrid B,5,0,5,4,0,False
2024-01-06,P012,WH1,Hybrid B,2,0,2,24,0,False
2024-01-06,P013,WH1,Hybrid B,14,0,14,1,0,False
2024-01-06,P014,WH1,Hybrid B,3,0,3,18,0,False
2024-01-06,P015,WH1,Hybrid B,2,0,2,7,0,False
2024-01-07,P001,WH1,Hybrid B,26,0,26,64,0,False
2024-01-07,P002,WH1,Hybrid B,22,0,22,81,0,False
2024-01-07,P003,WH1,Hybrid B,24,0,24,130,0,False
2024-01-07,P004,WH1,Hybrid B,10,0,10,141,0,False
2024-01-07,P005,WH1,Hybrid B,31,0,31,66,0,False
2024-01-07,P006,WH1,Hybrid B,14,0,14,14,0,False
2024-01-07,P007,WH1,Hybrid B,14,0,12,0,2,True
2024-01-07,P008,WH1,Hybrid B,12,0,11,0,1,True
2024-01-07,P009,WH1,Hybrid B,6,0,6,13,0,False
2024-01-07,P010,WH1,Hybrid B,20,0,11,0,9,True
2024-01-07,P011,WH1,Hybrid B,4,0,4,0,0,False
2024-01-07,P012,WH1,Hybrid B,11,0,11,13,0,False
2024-01-07,P013,WH1,Hybrid B,0,0,0,1,0,False
2024-01-07,P014,WH1,Hybrid B,8,0,8,10,0,False
2024-01-07,P015,WH1,Hybrid B,5,0,5,2,0,False
2024-01-08,P001,WH1,Hybrid B,32,0,32,32,0,False
2024-01-08,P002,WH1,Hybrid B,12,0,12,69,0,False
2024-01-08,P003,WH1,Hybrid B,15,0,15,115,0,False
2024-01-08,P004,WH1,Hybrid B,4,0,4,137,0,False
2024-01-08,P005,WH1,Hybrid B,24,0,24,42,0,False
2024-01-08,P006,WH1,Hybrid B,3,80,3,91,0,False
2024-01-08,P007,WH1,Hybrid B,14,60,14,46,0,False
2024-01-08,P008,WH1,Hybrid B,0,70,0,70,0,False
2024-01-08,P009,WH1,Hybrid B,10,90,10,93,0,False
2024-01-08,P010,WH1,Hybrid B,10,80,10,70,0,False
2024-01-08,P011,WH1,Hybrid B,5,50,5,45,0,False
2024-01-08,P012,WH1,Hybrid B,1,30,1,42,0,False
2024-01-08,P013,WH1,Hybrid B,2,50,2,49,0,False
2024-01-08,P014,WH1,Hybrid B,7,30,7,33,0,False
2024-01-08,P015,WH1,Hybrid B,14,40,14,28,0,False
2024-01-09,P001,WH1,Hybrid B,17,0,17,15,0,False
2024-01-09,P002,WH1,Hybrid B,30,0,30,39,0,False
2024-01-09,P003,WH1,Hybrid B,0,0,0,115,0,False
2024-01-09,P004,WH1,Hybrid B,5,0,5,132,0,False
2024-01-09,P005,WH1,Hybrid B,23,0,23,19,0,False
2024-01-09,P006,WH1,Hybrid B,1,0,1,90,0,False
2024-01-09,P007,WH1,Hybrid B,2,0,2,44,0,False
2024-01-09,P008,WH1,Hybrid B,6,0,6,64,0,False
2024-01-09,P009,WH1,Hybrid B,0,0,0,93,0,False
2024-01-09,P010,WH1,Hybrid B,11,0,11,59,0,False
2024-01-09,P011,WH1,Hybrid B,4,0,4,41,0,False
2024-01-09,P012,WH1,Hybrid B,4,0,4,38,0,False
2024-01-09,P013,WH1,Hybrid B,0,0,0,49,0,False
2024-01-09,P014,WH1,Hybrid B,1,0,1,32,0,False
2024-01-09,P015,WH1,Hybrid B,7,0,7,21,0,False
2024-01-10,P001,WH1,Hybrid B,10,250,10,255,0,False
2024-01-10,P002,WH1,Hybrid B,5,250,5,284,0,False
2024-01-10,P003,WH1,Hybrid B,8,0,8,107,0,False
2024-01-10,P004,WH1,Hybrid B,21,0,21,111,0,False
2024-01-10,P005,WH1,Hybrid B,5,250,5,264,0,False
2024-01-10,P006,WH1,Hybrid B,13,0,13,77,0,False
2024-01-10,P007,WH1,Hybrid B,12,0,12,32,0,False
2024-01-10,P008,WH1,Hybrid B,8,0,8,56,0,False
2024-01-10,P009,WH1,Hybrid B,14,0,14,79,0,False
2024-01-10,P010,WH1,Hybrid B,9,0,9,50,0,False
2024-01-10,P011,WH1,Hybrid B,3,0,3,38,0,False
2024-01-10,P012,WH1,Hybrid B,1,0,1,37,0,False
2024-01-10,P013,WH1,Hybrid B,8,0,8,41,0,False
2024-01-10,P014,WH1,Hybrid B,4,0,4,28,0,False
2024-01-10,P015,WH1,Hybrid B,1,0,1,20,0,False
2024-01-11,P001,WH1,Hybrid B,8,0,8,247,0,False
2024-01-11,P002,WH1,Hybrid B,19,0,19,265,0,False
2024-01-11,P003,WH1,Hybrid B,37,0,37,70,0,False
2024-01-11,P004,WH1,Hybrid B,13,0,13,98,0,False
2024-01-11,P005,WH1,Hybrid B,27,0,27,237,0,False
2024-01-11,P006,WH1,Hybrid B,2,0,2,75,0,False
2024-01-11,P007,WH1,Hybrid B,14,0,14,18,0,False
2024-01-11,P008,WH1,Hybrid B,3,0,3,53,0,False
2024-01-11,P009,WH1,Hybrid B,13,0,13,66,0,False
2024-01-11,P010,WH1,Hybrid B,9,0,9,41,0,False
2024-01-11,P011,WH1,Hybrid B,9,0,9,29,0,False
2024-01-11,P012,WH1,Hybrid B,0,0,0,37,0,False
2024-01-11,P013,WH1,Hybrid B,6,0,6,35,0,False
2024-01-11,P014,WH1,Hybrid B,5,0,5,23,0,False
2024-01-11,P015,WH1,Hybrid B,3,0,3,17,0,False
2024-01-12,P001,WH1,Hybrid B,31,0,31,216,0,False
2024-01-12,P002,WH1,Hybrid B,25,0,25,240,0,False
2024-01-12,P003,WH1,Hybrid B,0,0,0,70,0,False
2024-01-12,P004,WH1,Hybrid B,20,0,20,78,0,False
2024-01-12,P005,WH1,Hybrid B,15,0,15,222,0,False
2024-01-12,P006,WH1,Hybrid B,1,0,1,74,0,False
2024-01-12,P007,WH1,Hybrid B,10,0,10,8,0,False
2024-01-12,P008,WH1,Hybrid B,5,0,5,48,0,False
2024-01-12,P009,WH1,Hybrid B,1,0,1,65,0,False
2024-01-12,P010,WH1,Hybrid B,8,0,8,33,0,False
2024-01-12,P011,WH1,Hybrid B,2,0,2,27,0,False
2024-01-12,P012,WH1,Hybrid B,10,0,10,27,0,False
2024-01-12,P013,WH1,Hybrid B,6,0,6,29,0,False
2024-01-12,P014,WH1,Hybrid B,6,0,6,17,0,False
2024-01-12,P015,WH1,Hybrid B,2,0,2,15,0,False
2024-01-13,P001,WH1,Hybrid B,16,0,16,200,0,False
2024-01-13,P002,WH1,Hybrid B,5,0,5,235,0,False
2024-01-13,P003,WH1,Hybrid B,15,0,15,55,0,False
2024-01-13,P004,WH1,Hybrid B,19,0,19,59,0,False
2024-01-13,P005,WH1,Hybrid B,20,0,20,202,0,False
2024-01-13,P006,WH1,Hybrid B,4,0,4,70,0,False
2024-01-13,P007,WH1,Hybrid B,10,0,8,0,2,True
2024-01-13,P008,WH1,Hybrid B,9,0,9,39,0,False
2024-01-13,P009,WH1,Hybrid B,5,0,5,60,0,False
2024-01-13,P010,WH1,Hybrid B,12,0,12,21,0,False
2024-01-13,P011,WH1,Hybrid B,9,0,9,18,0,False
2024-01-13,P012,WH1,Hybrid B,5,0,5,22,0,False
2024-01-13,P013,WH1,Hybrid B,1,0,1,28,0,False
2024-01-13,P014,WH1,Hybrid B,0,0,0,17,0,False
2024-01-13,P015,WH1,Hybrid B,6,0,6,9,0,False
2024-01-14,P001,WH1,Hybrid B,17,0,17,183,0,False
2024-01-14,P002,WH1,Hybrid B,19,0,19,216,0,False
2024-01-14,P003,WH1,Hybrid B,9,250,9,296,0,False
2024-01-14,P004,WH1,Hybrid B,25,0,25,34,0,False
2024-01-14,P005,WH1,Hybrid B,23,0,23,179,0,False
2024-01-14,P006,WH1,Hybrid B,10,0,10,60,0,False
2024-01-14,P007,WH1,Hybrid B,3,0,0,0,3,True
2024-01-14,P008,WH1,Hybrid B,11,0,11,28,0,False
2024-01-14,P009,WH1,Hybrid B,7,0,7,53,0,False
2024-01-14,P010,WH1,Hybrid B,4,0,4,17,0,False
2024-01-14,P011,WH1,Hybrid B,0,0,0,18,0,False
2024-01-14,P012,WH1,Hybrid B,1,0,1,21,0,False
2024-01-14,P013,WH1,Hybrid B,13,0,13,15,0,False
2024-01-14,P014,WH1,Hybrid B,12,0,12,5,0,False
2024-01-14,P015,WH1,Hybrid B,4,0,4,5,0,False
2024-01-15,P001,WH1,Hybrid B,23,0,23,160,0,False
2024-01-15,P002,WH1,Hybrid B,46,0,46,170,0,False
2024-01-15,P003,WH1,Hybrid B,13,0,13,283,0,False
2024-01-15,P004,WH1,Hybrid B,26,250,26,258,0,False
2024-01-15,P005,WH1,Hybrid B,13,0,13,166,0,False
2024-01-15,P006,WH1,Hybrid B,12,50,12,98,0,False
2024-01-15,P007,WH1,Hybrid B,8,100,8,92,0,False
2024-01-15,P008,WH1,Hybrid B,3,60,3,85,0,False
2024-01-15,P009,WH1,Hybrid B,8,60,8,105,0,False
2024-01-15,P010,WH1,Hybrid B,11,90,11,96,0,False
2024-01-15,P011,WH1,Hybrid B,0,40,0,58,0,False
2024-01-15,P012,WH1,Hybrid B,0,30,0,51,0,False
2024-01-15,P013,WH1,Hybrid B,3,30,3,42,0,False
2024-01-15,P014,WH1,Hybrid B,2,40,2,43,0,False
2024-01-15,P015,WH1,Hybrid B,1,50,1,54,0,False
2024-01-16,P001,WH1,Hybrid B,16,0,16,144,0,False
2024-01-16,P002,WH1,Hybrid B,2,0,2,168,0,False
2024-01-16,P003,WH1,Hybrid B,20,0,20,263,0,False
2024-01-16,P004,WH1,Hybrid B,24,0,24,234,0,False
2024-01-16,P005,WH1,Hybrid B,13,0,13,153,0,False
2024-01-16,P006,WH1,Hybrid B,4,0,4,94,0,False
2024-01-16,P007,WH1,Hybrid B,0,0,0,92,0,False
2024-01-16,P008,WH1,Hybrid B,13,0,13,72,0,False
2024-01-16,P009,WH1,Hybrid B,7,0,7,98,0,False
2024-01-16,P010,WH1,Hybrid B,8,0,8,88,0,False
2024-01-16,P011,WH1,Hybrid B,1,0,1,57,0,False
2024-01-16,P012,WH1,Hybrid B,10,0,10,41,0,False
2024-01-16,P013,WH1,Hybrid B,21,0,21,21,0,False
2024-01-16,P014,WH1,Hybrid B,0,0,0,43,0,False
2024-01-16,P015,WH1,Hybrid B,3,0,3,51,0,False
2024-01-17,P001,WH1,Hybrid B,12,0,12,132,0,False
2024-01-17,P002,WH1,Hybrid B,14,0,14,154,0,False
2024-01-17,P003,WH1,Hybrid B,21,0,21,242,0,False
2024-01-17,P004,WH1,Hybrid B,1,0,1,233,0,False
2024-01-17,P005,WH1,Hybrid B,13,0,13,140,0,False
2024-01-17,P006,WH1,Hybrid B,16,0,16,78,0,False
2024-01-17,P007,WH1,Hybrid B,0,0,0,92,0,False
2024-01-17,P008,WH1,Hybrid B,11,0,11,61,0,False
2024-01-17,P009,WH1,Hybrid B,3,0,3,95,0,False
2024-01-17,P010,WH1,Hybrid B,1,0,1,87,0,False
2024-01-17,P011,WH1,Hybrid B,0,0,0,57,0,False
2024-01-17,P012,WH1,Hybrid B,0,0,0,41,0,False
2024-01-17,P013,WH1,Hybrid B,0,0,0,21,0,False
2024-01-17,P014,WH1,Hybrid B,6,0,6,37,0,False
2024-01-17,P015,WH1,Hybrid B,7,0,7,44,0,False
2024-01-18,P001,WH1,Hybrid B,28,0,28,104,0,False
2024-01-18,P002,WH1,Hybrid B,14,0,14,140,0,False
2024-01-18,P003,WH1,Hybrid B,23,0,23,219,0,False
2024-01-18,P004,WH1,Hybrid B,9,0,9,224,0,False
2024-01-18,P005,WH1,Hybrid B,31,0,31,109,0,False
2024-01-18,P006,WH1,Hybrid B,4,0,4,74,0,False
2024-01-18,P007,WH1,Hybrid B,5,0,5,87,0,False
2024-01-18,P008,WH1,Hybrid B,6,0,6,55,0,False
2024-01-18,P009,WH1,Hybrid B,10,0,10,85,0,False
2024-01-18,P010,WH1,Hybrid B,14,0,14,73,0,False
2024-01-18,P011,WH1,Hybrid B,3,0,3,54,0,False
2024-01-18,P012,WH1,Hybrid B,22,0,22,19,0,False
2024-01-18,P013,WH1,Hybrid B,7,0,7,14,0,False
2024-01-18,P014,WH1,Hybrid B,1,0,1,36,0,False
2024-01-18,P015,WH1,Hybrid B,12,0,12,32,0,False
2024-01-19,P001,WH1,Hybrid B,27,0,27,77,0,False
2024-01-19,P002,WH1,Hybrid B,14,0,14,126,0,False
2024-01-19,P003,WH1,Hybrid B,42,0,42,177,0,False
2024-01-19,P004,WH1,Hybrid B,19,0,19,205,0,False
2024-01-19,P005,WH1,Hybrid B,14,0,14,95,0,False
2024-01-19,P006,WH1,Hybrid B,10,0,10,64,0,False
2024-01-19,P007,WH1,Hybrid B,9,0,9,78,0,False
2024-01-19,P008,WH1,Hybrid B,13,0,13,42,0,False
2024-01-19,P009,WH1,Hybrid B,7,0,7,78,0,False
2024-01-19,P010,WH1,Hybrid B,9,0,9,64,0,False
2024-01-19,P011,WH1,Hybrid B,6,0,6,48,0,False
2024-01-19,P012,WH1,Hybrid B,13,0,13,6,0,False
2024-01-19,P013,WH1,Hybrid B,2,0,2,12,0,False
2024-01-19,P014,WH1,Hybrid B,0,0,0,36,0,False
2024-01-19,P015,WH1,Hybrid B,4,0,4,28,0,False
2024-01-20,P001,WH1,Hybrid B,18,0,18,59,0,False
2024-01-20,P002,WH1,Hybrid B,15,0,15,111,0,False
2024-01-20,P003,WH1,Hybrid B,24,0,24,153,0,False
2024-01-20,P004,WH1,Hybrid B,13,0,13,192,0,False
2024-01-20,P005,WH1,Hybrid B,23,0,23,72,0,False
2024-01-20,P006,WH1,Hybrid B,8,0,8,56,0,False
2024-01-20,P007,WH1,Hybrid B,10,0,10,68,0,False
2024-01-20,P008,WH1,Hybrid B,5,0,5,37,0,False
2024-01-20,P009,WH1,Hybrid B,9,0,9,69,0,False
2024-01-20,P010,WH1,Hybrid B,13,0,13,51,0,False
2024-01-20,P011,WH1,Hybrid B,6,0,6,42,0,False
2024-01-20,P012,WH1,Hybrid B,0,0,0,6,0,False
2024-01-20,P013,WH1,Hybrid B,2,0,2,10,0,False
2024-01-20,P014,WH1,Hybrid B,5,0,5,31,0,False
2024-01-20,P015,WH1,Hybrid B,5,0,5,23,0,False
2024-01-21,P001,WH1,Hybrid B,31,0,31,28,0,False
2024-01-21,P002,WH1,Hybrid B,23,0,23,88,0,False
2024-01-21,P003,WH1,Hybrid B,0,0,0,153,0,False
2024-01-21,P004,WH1,Hybrid B,32,0,32,160,0,False
2024-01-21,P005,WH1,Hybrid B,19,0,19,53,0,False
2024-01-21,P006,WH1,Hybrid B,9,0,9,47,0,False
2024-01-21,P007,WH1,Hybrid B,8,0,8,60,0,False
2024-01-21,P008,WH1,Hybrid B,7,0,7,30,0,False
2024-01-21,P009,WH1,Hybrid B,4,0,4,65,0,False
2024-01-21,P010,WH1,Hybrid B,14,0,14,37,0,False
2024-01-21,P011,WH1,Hybrid B,6,0,6,36,0,False
2024-01-21,P012,WH1,Hybrid B,1,0,1,5,0,False
2024-01-21,P013,WH1,Hybrid B,6,0,6,4,0,False
2024-01-21,P014,WH1,Hybrid B,10,0,10,21,0,False
2024-01-21,P015,WH1,Hybrid B,5,0,5,18,0,False
2024-01-22,P001,WH1,Hybrid B,41,250,41,237,0,False
2024-01-22,P002,WH1,Hybrid B,18,0,18,70,0,False
2024-01-22,P003,WH1,Hybrid B,15,0,15,138,0,False
2024-01-22,P004,WH1,Hybrid B,12,0,12,148,0,False
2024-01-22,P005,WH1,Hybrid B,7,0,7,46,0,False
2024-01-22,P006,WH1,Hybrid B,2,50,2,95,0,False
2024-01-22,P007,WH1,Hybrid B,7,0,7,53,0,False
2024-01-22,P008,WH1,Hybrid B,4,60,4,86,0,False
2024-01-22,P009,WH1,Hybrid B,9,0,9,56,0,False
2024-01-22,P010,WH1,Hybrid B,3,60,3,94,0,False
2024-01-22,P011,WH1,Hybrid B,2,0,2,34,0,False
2024-01-22,P012,WH1,Hybrid B,7,50,7,48,0,False
2024-01-22,P013,WH1,Hybrid B,5,50,5,49,0,False
2024-01-22,P014,WH1,Hybrid B,12,30,12,39,0,False
2024-01-22,P015,WH1,Hybrid B,10,40,10,48,0,False
2024-01-23,P001,WH1,Hybrid B,4,0,4,233,0,False
2024-01-23,P002,WH1,Hybrid B,5,0,5,65,0,False
2024-01-23,P003,WH1,Hybrid B,17,0,17,121,0,False
2024-01-23,P004,WH1,Hybrid B,17,0,17,131,0,False
2024-01-23,P005,WH1,Hybrid B,14,250,14,282,0,False
2024-01-23,P006,WH1,Hybrid B,1,0,1,94,0,False
2024-01-23,P007,WH1,Hybrid B,6,0,6,47,0,False
